h_abuse_sum,abuse,followers_count,friends_count,friends_to_followers,followers_to_friends,account_verified,favorites_tweets,retweeted,retweet_count,tweet_sensitive,account_lists,mention_count,hashtag_count,age_of_account,recent_account,ratio_follows_sent,ratio_follows_received,mentions_over_tweets,replies_over_users,tweets_per_day,mentions_per_day,badwords,mutual_followers,mutual_followees,mutual_followers_followees,mutual_followees_followers,tweet_invasive
,,236,370,1.5678,0.637838,f,20,0,0,t,7,1,0,259,0,1.42857,0.911197,2,0,0.011583,0.023166,0,0.000123288346785462,0.000231361442418924,0.000105647171462058,0.000128757490219383,0
,,236,370,1.5678,0.637838,f,20,0,0,t,7,2,0,259,0,1.42857,0.911197,2,0,0.011583,0.023166,0,0.000123288346785462,0.000231361442418924,0.000105647171462058,0.000128757490219383,0
-3,0,7477,1255,0.167848,5.95777,f,6054,0,0,f,236,0,2,1622,0,0.773736,4.60974,0,1,0.000616523,0,0,4.05299115977257e-06,5.22898601246242e-05,6.61700760010587e-06,3.93869500006302e-06,1
-5,0,236,370,1.5678,0.637838,f,20,0,0,t,7,3,0,259,0,1.42857,0.911197,2,0,0.011583,0.023166,0,0.000123288346785462,0.000231361442418924,0.000105647171462058,0.000128757490219383,0
-4,0,9757,598,0.0612893,16.3161,f,0,0,12,t,349,1,2,1562,0,0.382843,6.24648,1,0,0.000640205,0.000640205,0,1.59681110907403e-05,0.000182358853211484,1.79355152897298e-05,4.51357338417042e-06,0
-4,0,973,496,0.509764,1.96169,f,812,0,0,f,32,2,0,644,0,0.770186,1.51087,2,0,0.0015528,0.00310559,0,3.72497746388634e-06,0,7.16614712100039e-06,0,1
-7,0,24,52,2.16667,0.461538,f,5,0,1,f,0,3,0,1715,0,0.0303207,0.0139942,3,1,0.00116618,0.00349854,0,0.000571210967250571,0.000453514739229025,0.000366300366300366,0.00146520146520147,0
-7,0,28,96,3.42857,0.291667,f,29,0,2,t,0,4,0,58,0,1.65517,0.482759,2.5,4,0.0344828,0.0862069,0,0.000495049504950495,0.000589101620029455,0.000952380952380952,0.000714285714285714,1
-5,0,24,52,2.16667,0.461538,f,5,0,0,f,0,3,0,1715,0,0.0303207,0.0139942,3,1,0.00116618,0.00349854,0,0.000571210967250571,0.000453514739229025,0.000366300366300366,0.00146520146520147,0
-7,0,160,90,0.5625,1.77778,f,466,0,0,f,6,2,0,562,0,0.160142,0.284698,2,0,0.00177936,0.00355872,0,0.00495049504950495,0.00952380952380952,0.00438472418670439,0.00438472418670439,1
-6,0,28,96,3.42857,0.291667,f,29,0,1,f,0,1,0,58,0,1.65517,0.482759,2.5,4,0.0344828,0.0862069,1,0.000495049504950495,0.000589101620029455,0.000952380952380952,0.000714285714285714,1
-5,0,4373,3266,0.746856,1.33895,f,718,0,0,f,125,4,0,2814,0,1.16063,1.55402,4,1,0.000355366,0.00142146,0,6.74454366417568e-06,2.05634382068682e-05,1.51377535573721e-05,1.51377535573721e-05,0
,,8750,214,0.0244571,40.8879,f,4742,0,0,f,155,1,0,1733,0,0.123485,5.04905,1,0,0.000577034,0.000577034,0,4.5849497191489e-06,0.000247511624206637,2.46139405975362e-06,0,1
,,100,205,2.05,0.487805,f,533,0,0,f,1,1,0,2354,0,0.0870858,0.0424809,1,4,0.000849618,0.000849618,0,0,1.70108529241656e-05,0,0,1
,,100,205,2.05,0.487805,f,533,0,0,f,1,1,0,2354,0,0.0870858,0.0424809,1,4,0.000849618,0.000849618,0,0,1.70108529241656e-05,0,0,1
-6,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-6,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-4,0,1310,1359,1.0374,0.963944,f,8410,0,0,t,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-1,,4207,4219,1.00285,0.997156,f,18138,0,1,f,37,3,0,1391,0,3.03307,3.02444,3,10,0.00287563,0.00862689,0,9.96451635725183e-07,2.20799683461574e-07,2.22890497464843e-07,0,1
-6,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,1,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-5,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-7,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
4,1,4207,4219,1.00285,0.997156,f,18138,0,0,f,37,3,0,1391,0,3.03307,3.02444,3,10,0.00287563,0.00862689,2,9.96451635725183e-07,2.20799683461574e-07,2.22890497464843e-07,0,1
9,1,4207,4219,1.00285,0.997156,f,18138,0,0,f,37,3,0,1391,0,3.03307,3.02444,3,10,0.00287563,0.00862689,0,9.96451635725183e-07,2.20799683461574e-07,2.22890497464843e-07,0,1
-6,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
-5,0,1310,1359,1.0374,0.963944,f,8410,0,0,f,74,3,0,1819,0,0.747114,0.720176,3,8,0.00439802,0.0131941,0,9.81537283693721e-06,1.61708108044537e-05,7.31847974683915e-07,1.46369594936783e-06,1
0,,4207,4219,1.00285,0.997156,f,18138,0,0,f,37,3,0,1391,0,3.03307,3.02444,3,10,0.00287563,0.00862689,0,9.96451635725183e-07,2.20799683461574e-07,2.22890497464843e-07,0,1
,,991,1019,1.02825,0.972522,f,29484,0,0,f,29,1,0,1663,0,0.612748,0.595911,1,0,0.000601323,0.000601323,0,0,0,0,0,1
,,293,172,0.587031,1.70349,f,1288,0,0,f,5,1,0,1323,0,0.130008,0.221466,1.5,2,0.00151172,0.00226757,0,5.68097378253323e-06,4.33511692429647e-05,1.19934070528087e-05,3.94069088878e-05,1
,,1987,1520,0.764972,1.30724,f,31,0,0,t,191,1,0,2277,0,0.667545,0.872639,1,0,0.000439174,0.000439174,0,1.17214029428723e-06,3.3801471190255e-05,3.17005987954925e-06,3.5158845936819e-05,1
,,1272,1066,0.83805,1.19325,f,2639,0,0,f,134,1,0,2833,0,0.37628,0.448994,1.4,4,0.00176491,0.00247088,0,1.37099705094617e-07,1.1370798489958e-05,4.43018122985375e-07,6.20225372179525e-06,1
,,1079,1191,1.1038,0.905961,f,80091,0,0,f,120,3,0,2393,0,0.497702,0.450898,5.5,0,0.00167154,0.00919348,0,2.1113354584571e-06,4.23998896671003e-05,9.74639870567825e-06,4.82446735931073e-05,1
,,293,172,0.587031,1.70349,f,1288,0,0,f,5,2,0,1323,0,0.130008,0.221466,1.5,2,0.00151172,0.00226757,0,5.68097378253323e-06,4.33511692429647e-05,1.19934070528087e-05,3.94069088878e-05,1
-6,0,1272,1066,0.83805,1.19325,f,2639,0,0,t,134,2,0,2833,0,0.37628,0.448994,1.4,4,0.00176491,0.00247088,0,1.37099705094617e-07,1.1370798489958e-05,4.43018122985375e-07,6.20225372179525e-06,1
-6,0,1272,1066,0.83805,1.19325,f,2639,0,0,f,134,2,0,2833,0,0.37628,0.448994,1.4,4,0.00176491,0.00247088,0,1.37099705094617e-07,1.1370798489958e-05,4.43018122985375e-07,6.20225372179525e-06,1
-6,0,239,339,1.41841,0.705015,f,621,0,0,f,12,2,0,721,0,0.47018,0.331484,2,2,0.00138696,0.00277393,0,6.43314000828588e-07,2.77962228021681e-05,8.31510938526396e-06,3.53392148873718e-05,0
,,1272,1066,0.83805,1.19325,f,2639,0,0,f,134,1,0,2833,0,0.37628,0.448994,1.4,4,0.00176491,0.00247088,0,1.37099705094617e-07,1.1370798489958e-05,4.43018122985375e-07,6.20225372179525e-06,1
-4,0,50,45,0.9,1.11111,f,250,0,0,f,3,2,0,2322,0,0.0193798,0.0215332,2,0,0.000430663,0.000861326,1,0,2.51209994808327e-05,0,3.30294622803541e-05,1
,,495,42,0.0848485,11.7857,f,5051,0,0,f,9,2,0,1047,0,0.0401146,0.472779,2,0,0.00095511,0.00191022,0,0,0,0,0,1
,,4973,1231,0.247537,4.0398,f,5461,0,0,f,185,2,0,1776,0,0.693131,2.80011,2,0,0.000563063,0.00112613,0,1.19472600153881e-06,4.30383902440977e-05,2.86981651349818e-06,1.91321100899879e-05,0
-3,0,1451,219,0.15093,6.62557,f,2672,0,0,f,112,1,0,2431,0,0.0900864,0.596874,1,4,0.00123406,0.00123406,0,3.39690489497022e-06,9.03084031969175e-05,1.10309528537075e-05,1.93992619151408e-05,0
-5,0,1451,219,0.15093,6.62557,f,2672,0,1,f,112,1,0,2431,0,0.0900864,0.596874,1,4,0.00123406,0.00123406,1,3.39690489497022e-06,9.03084031969175e-05,1.10309528537075e-05,1.93992619151408e-05,0
-6,0,102510,1068,0.0104185,95.9831,f,12,0,2,f,1700,2,0,2330,0,0.458369,43.9957,1.75,9,0.00171674,0.00300429,0,8.31259767388856e-07,8.46971965227951e-05,2.29230213489236e-06,1.25931535005479e-06,0
-7,0,23208,22753,0.980395,1.02,f,17,0,0,f,1318,3,0,2591,0,8.78155,8.95716,3,4,0.000771903,0.00231571,0,8.34758672841049e-07,1.13335425653706e-05,4.12730976117161e-06,1.72506719359149e-05,0
-6,0,102510,1068,0.0104185,95.9831,f,12,0,3,f,1700,2,0,2330,0,0.458369,43.9957,1.75,9,0.00171674,0.00300429,0,8.31259767388856e-07,8.46971965227951e-05,2.29230213489236e-06,1.25931535005479e-06,0
-5,0,102510,1068,0.0104185,95.9831,f,12,0,2,t,1700,2,0,2330,0,0.458369,43.9957,1.75,9,0.00171674,0.00300429,1,8.31259767388856e-07,8.46971965227951e-05,2.29230213489236e-06,1.25931535005479e-06,0
-9,0,23208,22753,0.980395,1.02,f,17,0,0,t,1318,3,0,2591,0,8.78155,8.95716,3,4,0.000771903,0.00231571,0,8.34758672841049e-07,1.13335425653706e-05,4.12730976117161e-06,1.72506719359149e-05,0
,,1230,2072,1.68455,0.593629,f,1016,1,16,f,50,5,0,1370,0,1.51241,0.89781,0.578799,0,2.33431,1.35109,1,0,0,0,0,1
,,133,178,1.33835,0.747191,f,39,1,16,f,3,5,0,63,0,2.8254,2.11111,5,0,0.015873,0.0793651,1,0,0,0,0,1
-4,0,461,1907,4.13666,0.241741,f,3861,0,0,f,24,2,0,2486,0,0.767096,0.185438,2,0,0.000402253,0.000804505,0,1.26470995141974e-06,3.74222131013961e-05,7.46272369514276e-06,0.000167911283140712,1
,,2467,1901,0.770572,1.29774,f,30,1,16,f,108,5,0,1690,0,1.12485,1.45976,1.25031,0,1.91953,2.4,1,0,0,0,0,1
,,774,1416,1.82946,0.54661,f,14,1,16,f,134,5,0,1927,0,0.734821,0.401661,1.33333,13,0.00311365,0.00415153,1,0,0,0,0,1
,,1340,1718,1.28209,0.779977,f,25460,1,16,f,74,5,0,2124,0,0.808851,0.630885,0.463194,0,1.50942,0.699153,1,0,0,0,0,1
,,1036,1556,1.50193,0.66581,f,47502,1,11,f,32,0,0,2147,0,0.724732,0.482534,0.68115,0,1.48999,1.0149,0,0,0,0,0,1
,,1285,1939,1.50895,0.662713,f,2896,1,16,f,133,5,0,2263,0,0.856827,0.56783,0.589895,0,1.42554,0.840919,1,0,0,0,0,1
,,604,1969,3.25993,0.306755,f,24,1,16,f,22,5,0,2215,0,0.888939,0.272686,5,0,0.000451467,0.00225734,1,0,0,0,0,1
,,46317,37326,0.805881,1.24088,f,232102,1,16,f,614,5,0,1084,0,34.4336,42.7279,2.22533,0,2.97232,6.61439,1,0,0,0,0,1
,,1001,855,0.854146,1.17076,f,12748,1,47,f,39,0,0,2183,0,0.391663,0.458543,3.01778,1,1.46862,4.43197,0,0,0,0,0,1
,,227,363,1.59912,0.625344,f,827,1,37,,3,0,0,1294,0,0.280526,0.175425,0,6,0.000772798,0,0,0,0,0,0,1
,,33,111,3.36364,0.297297,f,13,1,37,,1,0,0,2396,0,0.0463272,0.013773,2,9,0.000834725,0.00166945,0,0,0,0,0,1
,,16,44,2.75,0.363636,f,104,1,8,f,0,10,0,71,0,0.619718,0.225352,10,3,0.0140845,0.140845,0,0,0,0,0,1
,,3598,3692,1.02613,0.97454,f,40882,1,8,f,111,10,0,588,0,6.27891,6.11905,2.4182,0,5.43707,13.148,0,0,0,0,0,1
,,1159,1348,1.16307,0.859792,f,6275,1,16,f,73,5,0,2177,0,0.619201,0.532384,0.443538,20,1.4644,0.649518,1,0,0,0,0,1
,,194,255,1.31443,0.760784,f,6732,1,11,f,10,0,0,231,0,1.1039,0.839827,0,0,0.004329,0,0,0,0,0,0,1
,,213,274,1.28638,0.777372,f,1104,1,20,f,7,0,0,2742,0,0.0999271,0.0776805,0,8,0.000364697,0,1,0,9.1494656712048e-06,0,7.01459034792368e-06,1
,,1101,1633,1.4832,0.674219,f,7117,1,25,f,77,1,0,852,0,1.91667,1.29225,0.615433,8,3.74178,2.30282,0,0,0,0,0,1
,,1101,1633,1.4832,0.674219,f,7117,1,11,,77,0,0,852,0,1.91667,1.29225,0.615433,8,3.74178,2.30282,0,0,0,0,0,1
,,1101,1633,1.4832,0.674219,f,7117,1,11,f,77,1,0,852,0,1.91667,1.29225,0.615433,8,3.74178,2.30282,0,0,0,0,0,1
,,169,319,1.88757,0.529781,f,2247,0,0,f,3,1,0,2580,0,0.123643,0.0655039,1,0,0.000387597,0.000387597,0,3.50452960451383e-06,0.000118906064209275,2.31206235962479e-05,0.000237812128418549,1
,,1101,1633,1.4832,0.674219,f,7117,1,53,f,77,1,1,852,0,1.91667,1.29225,0.615433,8,3.74178,2.30282,0,0,0,0,0,1
,,1101,1633,1.4832,0.674219,f,7117,1,16,f,77,0,1,852,0,1.91667,1.29225,0.615433,8,3.74178,2.30282,0,0,0,0,0,1
,,70,99,1.41429,0.707071,f,3086,1,8,,2,0,0,162,0,0.611111,0.432099,2.72727,25,0.0679012,0.185185,0,0,0,0,0,1
,,70,99,1.41429,0.707071,f,3086,1,18,f,2,1,0,162,0,0.611111,0.432099,2.72727,25,0.0679012,0.185185,0,0,0,0,0,1
,,202,168,0.831683,1.20238,f,1236,1,11,f,12,0,0,1616,0,0.10396,0.125,2,0,0.00185644,0.00371287,0,0,0,0,0,1
,,463,271,0.585313,1.70849,f,10058,1,1,,27,6,0,2378,0,0.113961,0.194701,5.5,0,0.000841043,0.00462574,0,0,0,0,0,1
,,1371,1442,1.05179,0.950763,f,5751,1,2,,46,2,0,593,0,2.4317,2.31197,1.27361,15,5.37437,6.84486,0,0,0,0,0,1
,,446,392,0.878924,1.13776,f,658,1,47,f,13,0,0,310,0,1.26452,1.43871,0,0,0.00322581,0,0,0,0,0,0,1
,,1371,1442,1.05179,0.950763,f,5751,1,1,,46,2,0,593,0,2.4317,2.31197,1.27361,15,5.37437,6.84486,0,0,0,0,0,1
,,70,99,1.41429,0.707071,f,3086,1,4,,2,3,0,162,0,0.611111,0.432099,2.72727,25,0.0679012,0.185185,0,0,0,0,0,1
,,70,99,1.41429,0.707071,f,3086,1,3,,2,2,0,162,0,0.611111,0.432099,2.72727,25,0.0679012,0.185185,0,0,0,0,0,1
,,3434,3550,1.03378,0.967324,f,13068,1,11,f,72,0,0,611,0,5.81015,5.62029,0.822222,0,0.1473,0.121113,0,0,0,0,0,1
,,1287,2035,1.5812,0.632432,f,7398,1,1,,145,3,0,2394,0,0.850042,0.537594,0.618974,2,1.34294,0.831245,0,0,0,0,0,1
,,1287,2035,1.5812,0.632432,f,7398,1,2,,145,2,0,2394,0,0.850042,0.537594,0.618974,2,1.34294,0.831245,0,0,0,0,0,1
,,857,800,0.933489,1.07125,f,8076,1,3,,31,2,0,958,0,0.835073,0.894572,2,6,0.00104384,0.00208768,0,0,0,0,0,1
,,1213,1209,0.996702,1.00331,f,7056,1,47,f,27,0,0,126,0,9.59524,9.62698,1.97746,0,25.3571,50.1429,0,0,0,0,0,1
,,386,572,1.48187,0.674825,f,6247,1,3,,18,2,0,321,0,1.78193,1.20249,2,0,0.00311526,0.00623053,0,0,0,0,0,1
,,132,198,1.5,0.666667,f,1,1,1,,22,3,0,1825,0,0.108493,0.0723288,3,2,0.000547945,0.00164384,0,0,0,0,0,1
,,1371,1442,1.05179,0.950763,f,5751,1,1,,46,2,0,593,0,2.4317,2.31197,1.27361,15,5.37437,6.84486,0,0,0,0,0,1
,,1371,1442,1.05179,0.950763,f,5751,1,3,,46,2,0,593,0,2.4317,2.31197,1.27361,15,5.37437,6.84486,0,0,0,0,0,1
,,433,397,0.916859,1.09068,f,16862,1,3,f,16,0,0,656,0,0.605183,0.660061,0.5,0,0.00304878,0.00152439,0,0.000108036842394389,0.000169901782805009,0.000133291679683432,0.000198896178277622,1
,,401,174,0.433915,2.3046,f,571,1,1,f,39,2,0,801,0,0.217228,0.500624,2,0,0.00124844,0.00249688,0,2.02663285084996e-05,8.31095767804629e-05,2.59316885233756e-05,3.08710577659233e-05,1
,,3731,2040,0.54677,1.82892,f,705,0,0,f,212,1,0,2810,0,0.725979,1.32776,1,0,0.000355872,0.000355872,0,2.35425456326036e-06,6.61184103099749e-05,1.82215280149637e-05,4.74607241319984e-05,0
,,1822,1998,1.0966,0.911912,f,360,1,3,f,200,0,0,2174,0,0.919043,0.838086,0.784544,0,1.48804,1.16743,0,2.01677089050519e-06,5.29625110162023e-06,2.70343336036767e-06,4.17803337511367e-06,0
,,287,958,3.33798,0.299582,f,336,1,20,f,5,0,0,1727,0,0.554719,0.166184,0,0,0.000579039,0,1,2.60439726434111e-06,1.55778564869474e-05,4.44325957522438e-06,4.88758553274682e-05,1
,,806,896,1.11166,0.899554,f,933,1,20,f,21,0,0,2488,0,0.360129,0.323955,0,0,0.000401929,0,1,7.77175349128362e-06,1.62395660787944e-05,1.08483402039488e-05,1.3259082471493e-05,1
,,1143,820,0.71741,1.3939,f,3514,1,20,f,27,0,0,255,0,3.21569,4.48235,1.03592,0,12.5569,13.0078,1,0,0,0,0,0
,,153,234,1.52941,0.653846,f,1630,1,20,f,5,0,0,322,0,0.726708,0.475155,0.5,0,0.00621118,0.00310559,1,8.10791445584581e-05,0.000118468636987156,0.000109373994724313,0.000170494756482018,1
,,259,196,0.756757,1.32143,f,4339,1,20,f,24,0,0,1556,0,0.125964,0.166452,1,0,0.00192802,0.00192802,1,4.31588378966206e-05,0.000109864882592155,5.28902992968701e-05,6.22238815257296e-05,1
,,84,78,0.928571,1.07692,f,63,1,20,f,7,0,0,2228,0,0.035009,0.037702,0,0,0.000448833,0,1,0,6.23519142037661e-06,0,0,1
,,279,177,0.634409,1.57627,f,580,1,20,f,0,0,0,1098,0,0.161202,0.254098,0,0,0.000910747,0,1,0,0,0,0,1
,,303,240,0.792079,1.2625,f,1383,1,20,f,1,0,0,658,0,0.364742,0.460486,0,0,0.00151976,0,1,0,0,0,0,1
,,440,244,0.554545,1.80328,f,103,1,20,f,18,0,0,1982,0,0.123108,0.221998,0,0,0.000504541,0,1,1.10049500265219e-06,8.7682379349046e-06,0,2.8162667567872e-06,1
,,269,191,0.710037,1.40838,f,804,1,20,f,4,0,0,2305,0,0.0828633,0.116703,0,0,0.000433839,0,1,9.22221668889221e-07,0,0,0,1
,,466,165,0.354077,2.82424,f,591,1,20,f,4,0,0,546,0,0.302198,0.85348,0,0,0.0018315,0,1,6.72802626621454e-06,7.21500721500722e-05,8.19887183523547e-06,2.21369539551358e-05,1
,,397,222,0.559194,1.78829,f,1872,1,20,f,8,0,0,2409,0,0.0921544,0.164799,0,0,0.00041511,0,1,6.83679343449053e-07,8.67039493648936e-06,0,2.33279679007162e-06,1
,,1132,896,0.791519,1.26339,f,7971,1,3,f,22,1,0,2075,0,0.431807,0.545542,1.05059,0,1.56241,1.64145,0,7.37607695673956e-05,0.000129412034173939,9.88142292490119e-05,7.17881152663761e-05,0
,,878,1147,1.30638,0.765475,f,40138,1,4,f,120,1,0,2468,0,0.464749,0.355754,1,0,0.000405186,0.000405186,1,1.50118233120406e-06,2.44774073530132e-06,2.04888643022517e-06,2.04888643022517e-06,0
,,75,72,0.96,1.04167,f,2649,1,20,f,4,0,0,1449,0,0.0496894,0.0517598,0,0,0.000690131,0,1,0,4.76462740613684e-06,0,5.31632110579479e-06,1
,,507,535,1.05523,0.947664,f,737,1,4,f,15,1,0,2208,0,0.242301,0.22962,1.59412,9,1.44837,2.30888,1,0.000142487222936785,0.000204809725158562,0.000176332288401254,0.000180686172065482,0
,,142,204,1.43662,0.696078,f,1517,1,4,f,11,1,0,462,0,0.441558,0.307359,1,0,0.0021645,0.0021645,1,3.04491245876681e-05,7.82157861803879e-05,4.61760461760462e-05,8.36940836940837e-05,1
,,3127,1961,0.627119,1.59459,f,8059,1,1,,58,2,0,1459,0,1.34407,2.14325,1.25702,0,2.1974,2.76217,1,0.00029603315571344,0.000505050505050505,0.000261047419129124,0.000261047419129124,1
,,3127,1961,0.627119,1.59459,f,8059,1,1,,58,2,0,1459,0,1.34407,2.14325,1.25702,0,2.1974,2.76217,1,0.00029603315571344,0.000505050505050505,0.000261047419129124,0.000261047419129124,1
,,393,1031,2.62341,0.381183,f,9729,1,3,f,28,1,0,2449,0,0.420988,0.160474,1,0,0.00040833,0.00040833,0,2.10450110696758e-06,5.5398592875741e-06,3.59040643400833e-06,5.98401072334722e-06,0
,,1671,223,0.133453,7.49327,f,4912,1,3,f,103,0,0,2272,0,0.0981514,0.735475,0.41792,0,1.40493,0.587148,0,1.50661162084804e-05,0.00012243648607285,2.29692703975324e-05,1.69535091029406e-05,0
,,481,988,2.05405,0.486842,f,890,1,9,f,34,1,0,709,0,1.39351,0.67842,1,0,0.00141044,0.00141044,0,4.74307266060208e-05,8.48594344529304e-05,6.78981341964767e-05,0.000155328608367282,0
,,774,1416,1.82946,0.54661,f,14,1,5,f,134,1,0,1927,0,0.734821,0.401661,1.33333,13,0.00311365,0.00415153,0,1.41920013880177e-05,3.08671541548254e-05,1.97791554982642e-05,6.99090840886925e-05,1
,,774,1416,1.82946,0.54661,f,14,1,1,,134,1,0,1927,0,0.734821,0.401661,1.33333,13,0.00311365,0.00415153,0,1.41920013880177e-05,3.08671541548254e-05,1.97791554982642e-05,6.99090840886925e-05,1
,,774,1416,1.82946,0.54661,f,14,1,1,,134,1,1,1927,0,0.734821,0.401661,1.33333,13,0.00311365,0.00415153,0,1.41920013880177e-05,3.08671541548254e-05,1.97791554982642e-05,6.99090840886925e-05,1
,,774,1416,1.82946,0.54661,f,14,1,42,,134,0,1,1927,0,0.734821,0.401661,1.33333,13,0.00311365,0.00415153,2,1.41920013880177e-05,3.08671541548254e-05,1.97791554982642e-05,6.99090840886925e-05,1
,,1671,223,0.133453,7.49327,f,4912,1,7,f,103,4,0,2272,0,0.0981514,0.735475,0.41792,0,1.40493,0.587148,1,1.50661162084804e-05,0.00012243648607285,2.29692703975324e-05,1.69535091029406e-05,0
,,3127,1961,0.627119,1.59459,f,8059,1,1,,58,2,0,1459,0,1.34407,2.14325,1.25702,0,2.1974,2.76217,0,0.00029603315571344,0.000505050505050505,0.000261047419129124,0.000261047419129124,1
,,30,243,8.1,0.123457,f,701,1,7,f,2,4,0,120,0,2.025,0.25,4,0,0.00833333,0.0333333,1,1.02080398521876e-05,3.07562807562808e-05,8.70776732845698e-06,0.000121908742598398,1
-3,0,1272,1066,0.83805,1.19325,f,2639,0,0,f,134,1,0,2833,0,0.37628,0.448994,1.4,4,0.00176491,0.00247088,0,1.37099705094617e-07,1.1370798489958e-05,4.43018122985375e-07,6.20225372179525e-06,1
,,1822,1998,1.0966,0.911912,f,360,1,4,f,200,1,0,2174,0,0.919043,0.838086,0.784544,0,1.48804,1.16743,1,2.01677089050519e-06,5.29625110162023e-06,2.70343336036767e-06,4.17803337511367e-06,0
,,5048,752,0.14897,6.71277,f,948,1,7,f,159,4,0,2144,0,0.350746,2.35448,1.29586,0,1.51026,1.95709,1,5.15028443419581e-05,0.000191944699520457,5.94394234745112e-05,2.14129600094512e-05,0
,,1340,1466,1.09403,0.914052,f,404,1,2,f,11,1,0,1417,0,1.03458,0.94566,0.924365,0,2.27664,2.10445,1,1.42370837739465e-05,2.52363481063033e-05,1.78680112345121e-05,1.98223249632868e-05,1
,,1340,1466,1.09403,0.914052,f,404,1,9,f,11,1,0,1417,0,1.03458,0.94566,0.924365,0,2.27664,2.10445,0,1.42370837739465e-05,2.52363481063033e-05,1.78680112345121e-05,1.98223249632868e-05,1
,,108,514,4.75926,0.210117,f,4725,1,5,,9,3,0,457,0,1.12473,0.236324,3,17,0.00437637,0.0131291,0,3.61016043552976e-06,8.19403474270731e-06,3.07957625030796e-06,2.15570337521557e-05,1
,,108,514,4.75926,0.210117,f,4725,1,5,,9,3,0,457,0,1.12473,0.236324,3,17,0.00437637,0.0131291,0,3.61016043552976e-06,8.19403474270731e-06,3.07957625030796e-06,2.15570337521557e-05,1
,,1767,2542,1.4386,0.695122,f,48808,1,9,f,58,1,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,4,,58,2,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,4,,58,3,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,5,,58,4,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1197,1390,1.16124,0.861151,f,4622,1,20,f,54,0,0,2350,0,0.591489,0.509362,1.23833,0,1.35872,1.68255,1,5.13812085806188e-05,7.77235237102467e-05,6.78535536923336e-05,9.86627348283122e-05,1
,,1767,2542,1.4386,0.695122,f,48808,1,3,,58,3,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,3,,58,3,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,3,,58,5,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,5,,58,3,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
,,1767,2542,1.4386,0.695122,f,48808,1,5,,58,3,0,253,0,10.0474,6.98419,1.11828,12,12.8656,14.3874,0,3.12247804304943e-05,4.54408584489885e-05,3.90445930352034e-05,5.95943788432051e-05,0
